Name,Sex,NOC,Country,Sport,Event,Medal,Year
PLIESNOI Anton,Male,GEO,Georgia,Weightlifting,Men's 96kg,Bronze Medal,2020
DOLGOPYAT Artem,Male,ISR,Israel,Artistic Gymnastics,Men's Floor Exercise,Gold Medal,2020
ZAPATA Rayderley,Male,ESP,Spain,Artistic Gymnastics,Men's Floor Exercise,Silver Medal,2020
XIAO Ruoteng,Male,HKG,China,Artistic Gymnastics,Men's Floor Exercise,Bronze Medal,2020
WHITLOCK Max,Male,GBR,UK,Artistic Gymnastics,Men's Pommel Horse,Gold Medal,2020
LEE Chih Kai,Male,TPE,Taiwan,Artistic Gymnastics,Men's Pommel Horse,Silver Medal,2020
KAYA Kazuma,Male,JPN,Japan,Artistic Gymnastics,Men's Pommel Horse,Bronze Medal,2020
DERWAEL Nina,Female,BEL,Belgium,Artistic Gymnastics,Women's Uneven Bars,Gold Medal,2020
ILIANKOVA Anastasiia,Female,URS,Russia,Artistic Gymnastics,Women's Uneven Bars,Silver Medal,2020
LEE Sunisa,Female,USA,USA,Artistic Gymnastics,Women's Uneven Bars,Bronze Medal,2020
ANDRADE Rebeca,Female,BRA,Brazil,Artistic Gymnastics,Women's Vault,Gold Medal,2020
SKINNER Mykayla,Female,USA,USA,Artistic Gymnastics,Women's Vault,Silver Medal,2020
YEO Seojeong,Female,KOR,South Korea,Artistic Gymnastics,Women's Vault,Bronze Medal,2020
JACOBS Lamont Marcell,Male,ITA,Italy,Athletics,Men's 100m,Gold Medal,2020
KERLEY Fred,Male,USA,USA,Athletics,Men's 100m,Silver Medal,2020
de GRASSE Andre,Male,NFL,Canada,Athletics,Men's 100m,Bronze Medal,2020
BARSHIM Mutaz Essa,Male,QAT,Qatar,Athletics,Men's High Jump,Gold Medal,2020
TAMBERI Gianmarco,Male,ITA,Italy,Athletics,Men's High Jump,Gold Medal,2020
NEDASEKAU Maksim,Male,BLR,Belarus,Athletics,Men's High Jump,Bronze Medal,2020
GONG Lijiao,Female,HKG,China,Athletics,Women's Shot Put,Gold Medal,2020
SAUNDERS Raven,Female,USA,USA,Athletics,Women's Shot Put,Silver Medal,2020
ADAMS Valerie,Female,NZL,New Zealand,Athletics,Women's Shot Put,Bronze Medal,2020
ROJAS Yulimar,Female,VEN,Venezuela,Athletics,Women's Triple Jump,Gold Medal,2020
MAMONA Patricia,Female,POR,Portugal,Athletics,Women's Triple Jump,Silver Medal,2020
PELETEIRO Ana,Female,ESP,Spain,Athletics,Women's Triple Jump,Bronze Medal,2020
CHEN Yu Fei,Female,HKG,China,Badminton,Women's Singles,Gold Medal,2020
TAI Tzu-Ying,Female,TPE,Taiwan,Badminton,Women's Singles,Silver Medal,2020
PUSARLA V. Sindhu,Female,IND,India,Badminton,Women's Singles,Bronze Medal,2020
ALFONSO DOMINGUEZ Loren Berto,Male,AZE,Azerbaijan,Boxing,Men's Light Heavy (75-81kg),Bronze Medal,2020
KHATAEV Imam,Male,URS,Russia,Boxing,Men's Light Heavy (75-81kg),Bronze Medal,2020
WALSH Aidan,Male,IRL,Ireland,Boxing,Men's Welter (63-69kg),Bronze Medal,2020
ZAMKOVOI Andrei,Male,URS,Russia,Boxing,Men's Welter (63-69kg),Bronze Medal,2020
MARTIN Logan,Male,AUS,Australia,Cycling BMX Freestyle,Men's Park,Gold Medal,2020
DHERS Daniel,Male,VEN,Venezuela,Cycling BMX Freestyle,Men's Park,Silver Medal,2020
BROOKS Declan,Male,GBR,UK,Cycling BMX Freestyle,Men's Park,Bronze Medal,2020
WORTHINGTON Charlotte,Female,GBR,UK,Cycling BMX Freestyle,Women's Park,Gold Medal,2020
ROBERTS Hannah,Female,USA,USA,Cycling BMX Freestyle,Women's Park,Silver Medal,2020
DUCARROZ Nikita,Female,SUI,Switzerland,Cycling BMX Freestyle,Women's Park,Bronze Medal,2020
SHI Tingmao,Female,HKG,China,Diving,Women's 3m Springboard,Gold Medal,2020
WANG Han,Female,HKG,China,Diving,Women's 3m Springboard,Silver Medal,2020
PALMER Krysta,,USA,USA,Diving,Women's 3m Springboard,Bronze Medal,2020
le PECHOUX Erwann,Male,FRA,France,Fencing,Men's Foil Team,Gold Medal,2020
LEFORT Enzo,Male,FRA,France,Fencing,Men's Foil Team,Gold Medal,2020
MERTINE Julien,Male,FRA,France,Fencing,Men's Foil Team,Gold Medal,2020
PAUTY Maxime,Male,FRA,France,Fencing,Men's Foil Team,Gold Medal,2020
SAFIN Timur,Male,URS,Russia,Fencing,Men's Foil Team,Silver Medal,2020
BORODACHEV Kirill,Male,URS,Russia,Fencing,Men's Foil Team,Silver Medal,2020
BORODACHEV Anton,Male,URS,Russia,Fencing,Men's Foil Team,Silver Medal,2020
MYLNIKOV Vladislav,Male,URS,Russia,Fencing,Men's Foil Team,Silver Medal,2020
ITKIN Nick,Male,USA,USA,Fencing,Men's Foil Team,Bronze Medal,2020
IMBODEN Race,Male,USA,USA,Fencing,Men's Foil Team,Bronze Medal,2020
MASSIALAS Alexander,Male,USA,USA,Fencing,Men's Foil Team,Bronze Medal,2020
MEINHARDT Gerek,Male,USA,USA,Fencing,Men's Foil Team,Bronze Medal,2020
SCHAUFFELE Xander,Male,USA,USA,Golf,Men's Individual Stroke Play,Gold Medal,2020
SABBATINI Rory,Male,SVK,Slovakia,Golf,Men's Individual Stroke Play,Silver Medal,2020
PAN C T,Male,TPE,Taiwan,Golf,Men's Individual Stroke Play,Bronze Medal,2020
WEARN Matt,Male,AUS,Australia,Sailing,Men's One Person Dinghy - Laser,Gold Medal,2020
STIPANOVIC Tonci,Male,CRO,Croatia,Sailing,Men's One Person Dinghy - Laser,Silver Medal,2020
TOMASGAARD Hermann,Male,NOR,Norway,Sailing,Men's One Person Dinghy - Laser,Bronze Medal,2020
RINDOM Anne-Marie,Female,DEN,Denmark,Sailing,Women's One Person Dinghy - Laser Radial,Gold Medal,2020
OLSSON Josefin,Female,SWE,Sweden,Sailing,Women's One Person Dinghy - Laser Radial,Silver Medal,2020
BOUWMEESTER Marit,Female,NED,Netherlands,Sailing,Women's One Person Dinghy - Laser Radial,Bronze Medal,2020
FINKE Robert,Male,USA,USA,Swimming,Men's 1500m Freestyle,Gold Medal,2020
ROMANCHUK Mykhailo,Male,UKR,Ukraine,Swimming,Men's 1500m Freestyle,Silver Medal,2020
WELLBROCK Florian,Male,SAA,Germany,Swimming,Men's 1500m Freestyle,Bronze Medal,2020
WELLBROCK Florian,Male,SAA,Germany,Swimming,Men's 1500m Freestyle,Bronze Medal,2020
ARMSTRONG Joseph,Male,USA,USA,Swimming,Men's 4 x 100m Medley Relay,Gold Medal,2020
WILSON Andrew,Male,USA,USA,Swimming,Men's 4 x 100m Medley Relay,Gold Medal,2020
DRESSEL Caeleb,Male,USA,USA,Swimming,Men's 4 x 100m Medley Relay,Gold Medal,2020
APPLE Zach,Male,USA,USA,Swimming,Men's 4 x 100m Medley Relay,Gold Medal,2020
SHIELDS Tom,Male,USA,USA,Swimming,Men's 4 x 100m Medley Relay,Gold Medal,2020
PIERONI Blake,Male,USA,USA,Swimming,Men's 4 x 100m Medley Relay,Gold Medal,2020
ANDREW Michael,Male,USA,USA,Swimming,Men's 4 x 100m Medley Relay,Gold Medal,2020
MURPHY Ryan,Male,USA,USA,Swimming,Men's 4 x 100m Medley Relay,Gold Medal,2020
WILBY James,Male,GBR,UK,Swimming,Men's 4 x 100m Medley Relay,Silver Medal,2020
SCOTT Duncan,Male,GBR,UK,Swimming,Men's 4 x 100m Medley Relay,Silver Medal,2020
GREENBANK Luke,Male,GBR,UK,Swimming,Men's 4 x 100m Medley Relay,Silver Medal,2020
GUY James,Male,GBR,UK,Swimming,Men's 4 x 100m Medley Relay,Silver Medal,2020
PEATY Adam,Male,GBR,UK,Swimming,Men's 4 x 100m Medley Relay,Silver Medal,2020
MIRESSI Alessandro,Male,ITA,Italy,Swimming,Men's 4 x 100m Medley Relay,Bronze Medal,2020
MARTINENGHI Nicolo,Male,ITA,Italy,Swimming,Men's 4 x 100m Medley Relay,Bronze Medal,2020
CECCON Thomas,Male,ITA,Italy,Swimming,Men's 4 x 100m Medley Relay,Bronze Medal,2020
BURDISSO Federico,Male,ITA,Italy,Swimming,Men's 4 x 100m Medley Relay,Bronze Medal,2020
DRESSEL Caeleb,Male,USA,USA,Swimming,Men's 50m Freestyle,Gold Medal,2020
MANAUDOU Florent,Male,FRA,France,Swimming,Men's 50m Freestyle,Silver Medal,2020
FRATUS Bruno,Male,BRA,Brazil,Swimming,Men's 50m Freestyle,Bronze Medal,2020
O'CALLAGHAN Mollie,Female,AUS,Australia,Swimming,Women's 4 x 100m Medley Relay,Gold Medal,2020
THROSSELL Brianna,Female,AUS,Australia,Swimming,Women's 4 x 100m Medley Relay,Gold Medal,2020
SEEBOHM Emily,Female,AUS,Australia,Swimming,Women's 4 x 100m Medley Relay,Gold Medal,2020
HODGES Chelsea,Female,AUS,Australia,Swimming,Women's 4 x 100m Medley Relay,Gold Medal,2020
McKEON Emma,Female,AUS,Australia,Swimming,Women's 4 x 100m Medley Relay,Gold Medal,2020
CAMPBELL Cate,Female,AUS,Australia,Swimming,Women's 4 x 100m Medley Relay,Gold Medal,2020
McKEOWN Kaylee,Female,AUS,Australia,Swimming,Women's 4 x 100m Medley Relay,Gold Medal,2020
SMITH Regan,Female,USA,USA,Swimming,Women's 4 x 100m Medley Relay,Silver Medal,2020
KING Lilly,Female,USA,USA,Swimming,Women's 4 x 100m Medley Relay,Silver Medal,2020
HUSKE Torri,Female,USA,USA,Swimming,Women's 4 x 100m Medley Relay,Silver Medal,2020
CURZAN Claire,Female,USA,USA,Swimming,Women's 4 x 100m Medley Relay,Silver Medal,2020
WEITZEIL Abbey,Female,USA,USA,Swimming,Women's 4 x 100m Medley Relay,Silver Medal,2020
BROWN Erika,Female,USA,USA,Swimming,Women's 4 x 100m Medley Relay,Silver Medal,2020
JACOBY Lydia,Female,USA,USA,Swimming,Women's 4 x 100m Medley Relay,Silver Medal,2020
WHITE Rhyan Elizabeth,Female,USA,USA,Swimming,Women's 4 x 100m Medley Relay,Silver Medal,2020
RUCK Taylor,Female,NFL,Canada,Swimming,Women's 4 x 100m Medley Relay,Bronze Medal,2020
MACNEIL Margaret,Female,NFL,Canada,Swimming,Women's 4 x 100m Medley Relay,Bronze Medal,2020
SANCHEZ Kayla,Female,NFL,Canada,Swimming,Women's 4 x 100m Medley Relay,Bronze Medal,2020
MASSE Kylie,Female,NFL,Canada,Swimming,Women's 4 x 100m Medley Relay,Bronze Medal,2020
PICKREM Sydney,Female,NFL,Canada,Swimming,Women's 4 x 100m Medley Relay,Bronze Medal,2020
OLEKSIAK Penny,Female,NFL,Canada,Swimming,Women's 4 x 100m Medley Relay,Bronze Medal,2020
McKEON Emma,Female,AUS,Australia,Swimming,Women's 50m Freestyle,Gold Medal,2020
SJOESTROEM Sarah,Female,SWE,Sweden,Swimming,Women's 50m Freestyle,Silver Medal,2020
BLUME Pernille,Female,DEN,Denmark,Swimming,Women's 50m Freestyle,Bronze Medal,2020
ZVEREV Alexander,Male,SAA,Germany,Tennis,Men's Singles,Gold Medal,2020
KHACHANOV Karen,Male,URS,Russia,Tennis,Men's Singles,Silver Medal,2020
RUBLEV Andrey,Male,URS,Russia,Tennis,Mixed Doubles,Gold Medal,2020
PAVLYUCHENKOVA Anastasia,Female,URS,Russia,Tennis,Mixed Doubles,Gold Medal,2020
KARATSEV Aslan,Male,URS,Russia,Tennis,Mixed Doubles,Silver Medal,2020
VESNINA Elena,Female,URS,Russia,Tennis,Mixed Doubles,Silver Medal,2020
KREJCIKOVA Barbora,Female,TCH,Czech Republic,Tennis,Women's Doubles,Gold Medal,2020
SINIAKOVA Katerina,Female,TCH,Czech Republic,Tennis,Women's Doubles,Gold Medal,2020
BENCIC Belinda,Female,SUI,Switzerland,Tennis,Women's Doubles,Silver Medal,2020
GOLUBIC Viktorija,Female,SUI,Switzerland,Tennis,Women's Doubles,Silver Medal,2020
DAJOMES BARRERA Neisi Patricia,Female,ECU,Ecuador,Weightlifting,Women's 76kg,Gold Medal,2020
NYE Katherine Elizabeth,Female,USA,USA,Weightlifting,Women's 76kg,Silver Medal,2020
FUENTES ZAVALA Aremi,Female,MEX,Mexico,Weightlifting,Women's 76kg,Bronze Medal,2020
LIU Yang,Male,HKG,China,Artistic Gymnastics,Men's Rings,Gold Medal,2020
YOU Hao,Male,HKG,China,Artistic Gymnastics,Men's Rings,Silver Medal,2020
PETROUNIAS Eleftherios,Male,GRE,Greece,Artistic Gymnastics,Men's Rings,Bronze Medal,2020
SHIN Jeahwan,Male,KOR,South Korea,Artistic Gymnastics,Men's Vault,Gold Medal,2020
ABLIAZIN Denis,Male,URS,Russia,Artistic Gymnastics,Men's Vault,Silver Medal,2020
DAVTYAN Artur,Male,ARM,Armenia,Artistic Gymnastics,Men's Vault,Bronze Medal,2020
CAREY Jade,Female,USA,USA,Artistic Gymnastics,Women's Floor Exercise,Gold Medal,2020
FERRARI Vanessa,Female,ITA,Italy,Artistic Gymnastics,Women's Floor Exercise,Silver Medal,2020
MURAKAMI Mai,Female,JPN,Japan,Artistic Gymnastics,Women's Floor Exercise,Bronze Medal,2020
MELNIKOVA Angelina,Female,URS,Russia,Artistic Gymnastics,Women's Floor Exercise,Bronze Medal,2020
EL BAKKALI Soufiane,Male,MAR,Morocco,Athletics,Men's 3000m Steeplechase,Gold Medal,2020
GIRMA Lamecha,Male,ETH,Ethiopia,Athletics,Men's 3000m Steeplechase,Silver Medal,2020
KIGEN Benjamin,Male,KEN,Kenya,Athletics,Men's 3000m Steeplechase,Bronze Medal,2020
TENTOGLOU Miltiadis,Male,GRE,Greece,Athletics,Men's Long Jump,Gold Medal,2020
ECHEVARRIA Juan Miguel,Male,CUB,Cuba,Athletics,Men's Long Jump,Silver Medal,2020
MASSO Maykel,Male,CUB,Cuba,Athletics,Men's Long Jump,Bronze Medal,2020
CAMACHO-QUINN Jasmine,Female,PUR,Puerto Rico,Athletics,Women's 100m Hurdles,Gold Medal,2020
HARRISON Kendra,Female,USA,USA,Athletics,Women's 100m Hurdles,Silver Medal,2020
TAPPER Megan,Female,JAM,Jamaica,Athletics,Women's 100m Hurdles,Bronze Medal,2020
HASSAN Sifan,Female,NED,Netherlands,Athletics,Women's 5000m,Gold Medal,2020
OBIRI Hellen,Female,KEN,Kenya,Athletics,Women's 5000m,Silver Medal,2020
TSEGAY Gudaf,Female,ETH,Ethiopia,Athletics,Women's 5000m,Bronze Medal,2020
ALLMAN Valarie,Female,USA,USA,Athletics,Women's Discus Throw,Gold Medal,2020
PUDENZ Kristin,Female,SAA,Germany,Athletics,Women's Discus Throw,Silver Medal,2020
PEREZ Yaime,Female,CUB,Cuba,Athletics,Women's Discus Throw,Bronze Medal,2020
AXELSEN Viktor,Male,DEN,Denmark,Badminton,Men's Singles,Gold Medal,2020
CHEN Long,Male,HKG,China,Badminton,Men's Singles,Silver Medal,2020
GINTING Anthony Sinisuka,Male,INA,Indonesia,Badminton,Men's Singles,Bronze Medal,2020
Greysia POLII,Female,INA,Indonesia,Badminton,Women's Doubles,Gold Medal,2020
RAHAYU Apriyani,Female,INA,Indonesia,Badminton,Women's Doubles,Gold Medal,2020
CHEN Qing Chen,Female,HKG,China,Badminton,Women's Doubles,Silver Medal,2020
JIA Yi Fan,Female,HKG,China,Badminton,Women's Doubles,Silver Medal,2020
KIM Soyeong,Female,KOR,South Korea,Badminton,Women's Doubles,Bronze Medal,2020
KONG Heeyong,Female,KOR,South Korea,Badminton,Women's Doubles,Bronze Medal,2020
ZHONG Tianshi,Female,HKG,China,Cycling Track,Women's Team Sprint,Gold Medal,2020
BAO Shanju,Female,HKG,China,Cycling Track,Women's Team Sprint,Gold Medal,2020
HINZE Emma,Female,SAA,Germany,Cycling Track,Women's Team Sprint,Silver Medal,2020
FRIEDRICH Lea Sophie,Female,SAA,Germany,Cycling Track,Women's Team Sprint,Silver Medal,2020
VOINOVA Anastasiia,Female,URS,Russia,Cycling Track,Women's Team Sprint,Bronze Medal,2020
SHMELEVA Daria,Female,URS,Russia,Cycling Track,Women's Team Sprint,Bronze Medal,2020
KRAJEWSKI Julia,Female,SAA,Germany,Equestrian,Eventing Individual,Gold Medal,2020
McEWEN Tom,Male,GBR,UK,Equestrian,Eventing Individual,Silver Medal,2020
HOY Andrew,Male,AUS,Australia,Equestrian,Eventing Individual,Bronze Medal,2020
McEWEN Tom,Male,GBR,UK,Equestrian,Eventing Team,Gold Medal,2020
TOWNEND Oliver,Male,GBR,UK,Equestrian,Eventing Team,Gold Medal,2020
COLLETT Laura,Female,GBR,UK,Equestrian,Eventing Team,Gold Medal,2020
ROSE Shane,Male,AUS,Australia,Equestrian,Eventing Team,Silver Medal,2020
McNAB Kevin,Male,AUS,Australia,Equestrian,Eventing Team,Silver Medal,2020
HOY Andrew,Male,AUS,Australia,Equestrian,Eventing Team,Silver Medal,2020
LAGHOUAG Karim Florent,Male,FRA,France,Equestrian,Eventing Team,Bronze Medal,2020
SIX Christopher,Male,FRA,France,Equestrian,Eventing Team,Bronze Medal,2020
TOUZAINT Nicolas,Male,FRA,France,Equestrian,Eventing Team,Bronze Medal,2020
QUIQUAMPOIX Jean,Male,FRA,France,Shooting,25m Rapid Fire Pistol Men,Gold Medal,2020
PUPO Leuris,Male,CUB,Cuba,Shooting,25m Rapid Fire Pistol Men,Silver Medal,2020
LI Yuehong,Male,HKG,China,Shooting,25m Rapid Fire Pistol Men,Bronze Medal,2020
ZHANG Changhong,Male,HKG,China,Shooting,50m Rifle 3 Positions Men,Gold Medal,2020
KAMENSKIY Sergey,Male,URS,Russia,Shooting,50m Rifle 3 Positions Men,Silver Medal,2020
SEBIC Milenko,Male,YUG,Serbia,Shooting,50m Rifle 3 Positions Men,Bronze Medal,2020
LI Wenwen,Female,HKG,China,Weightlifting,Women's +87kg,Gold Medal,2020
CAMPBELL Emily Jade,Female,GBR,UK,Weightlifting,Women's +87kg,Silver Medal,2020
ROBLES Sarah Elizabeth,Female,USA,USA,Weightlifting,Women's +87kg,Bronze Medal,2020
